Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A09002_001,SE_A09002_002,SE_A09002_003,SE_A09002_004,SE_A09002_005,SE_A09002_006,SE_A09002_007,SE_A09002_008
"06037191110","Census Tract 1911.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1911.10",,,,927,653,620,33,98,21,17,24,0,114,813,31,37,416,205,37,87,0
"06037191120","Census Tract 1911.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1911.20",,,,1800,1082,924,158,385,0,0,86,25,222,1578,5,183,441,341,125,395,88
"06037191201","Census Tract 1912.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.01",,,,3542,1044,893,151,153,0,17,1694,0,634,2908,542,1023,623,487,133,100,0
"06037191203","Census Tract 1912.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.03",,,,1264,613,506,107,304,0,0,102,32,213,1051,0,109,233,322,77,180,130
"06037191204","Census Tract 1912.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1912.04",,,,838,525,424,101,139,7,11,16,0,140,698,10,61,190,178,105,128,26
"06037191301","Census Tract 1913.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1913.01",,,,985,542,501,41,152,0,8,74,6,203,782,2,84,252,245,91,69,39
"06037191302","Census Tract 1913.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1913.02",,,,1084,645,538,107,101,0,0,179,13,146,938,0,214,203,310,63,115,33
"06037191410","Census Tract 1914.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1914.10",,,,1776,934,845,89,535,0,33,84,34,156,1620,39,145,458,395,161,321,101
"06037191420","Census Tract 1914.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1914.20",,,,2175,1128,1060,68,425,7,35,269,5,306,1869,0,510,451,459,187,223,39
"06037191500","Census Tract 1915, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1915",,,,2825,2060,1783,277,395,0,25,84,26,235,2590,12,315,890,682,304,265,122
"06037191610","Census Tract 1916.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.10",,,,2193,1382,1271,111,483,0,0,53,82,193,2000,0,330,534,587,260,195,94
"06037191620","Census Tract 1916.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1916.20",,,,1466,1036,848,188,338,0,19,16,5,52,1414,0,99,434,291,125,316,149
"06037191710","Census Tract 1917.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.10",,,,1133,736,705,31,218,20,30,33,0,96,1037,0,171,152,530,145,29,10
"06037191720","Census Tract 1917.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1917.20",,,,2104,1247,1145,102,706,9,47,28,16,51,2053,0,29,281,1170,315,212,46
"06037191810","Census Tract 1918.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.10",,,,1790,1256,1128,128,224,0,0,86,66,158,1632,30,85,444,676,211,115,71
"06037191820","Census Tract 1918.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1918.20",,,,2522,1519,1437,82,209,29,0,68,9,688,1834,8,85,423,739,234,328,17
"06037191901","Census Tract 1919.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.01",,,,2729,1607,1376,231,395,103,0,211,25,388,2341,0,312,1199,484,149,109,88
"06037191902","Census Tract 1919.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1919.02",,,,1768,1141,1038,103,43,0,35,13,29,507,1261,11,155,406,426,176,25,62
"06037192001","Census Tract 1920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.01",,,,1198,700,617,83,46,0,0,31,23,398,800,10,131,225,261,67,98,8
"06037192002","Census Tract 1920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1920.02",,,,1686,1114,1025,89,35,0,11,34,46,446,1240,23,129,400,369,147,158,14
"06037192300","Census Tract 1923, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1923",,,,1604,998,960,38,100,98,8,53,11,336,1268,18,270,290,555,87,10,38
"06037192410","Census Tract 1924.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.10",,,,2369,1390,1312,78,132,9,0,57,58,723,1646,44,233,472,624,141,107,25
"06037192420","Census Tract 1924.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1924.20",,,,2115,1674,1604,70,232,0,0,21,0,188,1927,0,198,427,963,236,60,43
"06037192510","Census Tract 1925.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.10",,,,1929,1308,953,355,247,12,0,14,10,338,1591,0,220,419,636,178,88,50
"06037192520","Census Tract 1925.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1925.20",,,,2595,2024,1939,85,468,0,26,0,0,77,2518,20,196,628,1068,342,219,45
"06037192610","Census Tract 1926.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.10",,,,2132,1224,969,255,500,0,0,97,0,311,1821,53,203,535,503,216,252,59
"06037192620","Census Tract 1926.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1926.20",,,,1605,1022,943,79,367,0,0,25,12,179,1426,49,113,198,701,220,133,12
"06037192700","Census Tract 1927, Los Angeles County, California","ca","140","00",,,,"06","037",,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1927",,,,1614,994,753,241,251,0,0,66,60,243,1371,17,159,557,335,27,221,55
"06037194101","Census Tract 1941.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.01",,,,1881,1274,1181,93,87,8,0,16,132,364,1517,64,250,386,472,183,154,8
"06037194102","Census Tract 1941.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1941.02",,,,1402,900,875,25,11,5,0,10,27,449,953,0,45,417,248,99,116,28
"06037194200","Census Tract 1942, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1942",,,,1995,1409,1277,132,65,0,0,34,14,473,1522,0,105,398,696,103,220,0
"06037194300","Census Tract 1943, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1943",,,,1498,846,768,78,0,0,0,0,11,641,857,0,117,302,199,152,57,30
"06037194401","Census Tract 1944.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.01",,,,1658,1004,939,65,28,27,0,80,11,508,1150,14,180,437,292,125,33,69
"06037194402","Census Tract 1944.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1944.02",,,,2137,1277,1228,49,30,0,0,114,112,604,1533,42,334,353,392,183,117,112
"06037194500","Census Tract 1945, Los Angeles County, California","ca","140","00",,,,"06","037",,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1945",,,,1064,748,710,38,0,0,6,9,21,280,784,7,135,310,163,127,27,15
"06037195100","Census Tract 1951, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1951",,,,2442,1484,1441,43,78,0,0,44,40,796,1646,14,142,732,372,94,292,0
"06037195201","Census Tract 1952.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.01",,,,1651,1041,999,42,46,18,48,63,10,425,1226,10,203,532,236,168,69,8
"06037195202","Census Tract 1952.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1952.02",,,,1990,993,919,74,89,0,33,36,13,826,1164,10,265,314,281,165,94,35
"06037195300","Census Tract 1953, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1953",,,,1669,1050,1019,31,100,0,15,52,12,440,1229,7,253,329,337,177,49,77
"06037195400","Census Tract 1954, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1954",,,,2588,1463,1415,48,155,19,0,146,24,781,1807,139,302,700,432,107,56,71
"06037195500","Census Tract 1955, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1955",,,,2731,1619,1606,13,160,0,30,120,0,802,1929,104,246,670,488,152,99,170
"06037195600","Census Tract 1956, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1956",,,,1456,927,863,64,257,7,0,14,11,240,1216,3,109,414,292,200,151,47
"06037195710","Census Tract 1957.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.10",,,,2339,1243,1035,208,485,0,0,40,90,481,1858,15,230,448,509,237,318,101
"06037195720","Census Tract 1957.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.20",,,,1047,651,562,89,101,0,30,22,0,243,804,0,117,346,169,38,106,28
"06037195802","Census Tract 1958.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.02",,,,1715,1164,1003,161,243,13,0,60,20,215,1500,47,234,390,406,92,286,45
"06037195803","Census Tract 1958.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.03",,,,1392,946,840,106,76,0,21,34,58,257,1135,0,87,523,273,109,113,30
"06037195804","Census Tract 1958.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.04",,,,1579,1091,1052,39,130,0,7,58,23,270,1309,10,184,522,287,204,76,26
"06037195901","Census Tract 1959.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.01",,,,1280,821,804,17,90,0,31,13,16,309,971,10,116,377,291,67,66,44
"06037195902","Census Tract 1959.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.02",,,,1097,583,574,9,54,0,28,0,0,432,665,0,12,330,135,52,104,32
"06037195903","Census Tract 1959.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.03",,,,1287,793,759,34,118,5,0,29,31,311,976,24,164,303,176,178,69,62
"06037197200","Census Tract 1972, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1972",,,,1809,1396,1204,192,142,0,19,27,0,225,1584,0,350,363,327,189,280,75
"06037197300","Census Tract 1973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1973",,,,2461,1491,1357,134,204,0,34,164,57,511,1950,18,241,756,382,289,227,37
"06037197410","Census Tract 1974.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.10",,,,2038,1301,1273,28,39,0,11,35,88,564,1474,39,262,519,261,199,140,54
"06037197420","Census Tract 1974.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.20",,,,2308,1481,1404,77,225,0,36,31,0,535,1773,6,148,894,414,104,178,29
"06037197500","Census Tract 1975, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1975",,,,2523,1335,1145,190,561,0,56,68,26,477,2046,0,369,658,664,189,148,18
"06037197600","Census Tract 1976, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1976",,,,1317,870,815,55,104,0,15,57,21,250,1067,33,90,593,213,90,48,0
"06037197700","Census Tract 1977, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1977",,,,2960,1956,1743,213,91,0,0,151,60,702,2258,89,401,943,462,164,183,16
"06037199001","Census Tract 1990.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.01",,,,1002,863,713,150,109,0,0,0,0,30,972,0,24,437,274,123,52,62
"06037199002","Census Tract 1990.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.02",,,,1455,1077,960,117,74,0,0,42,0,262,1193,0,210,494,301,79,84,25
"06037199110","Census Tract 1991.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.10",,,,1025,779,618,161,46,4,0,0,15,181,844,6,158,309,244,63,56,8
"06037199120","Census Tract 1991.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.20",,,,1752,1299,1077,222,124,0,26,200,16,87,1665,16,229,519,476,138,257,30
"06037199201","Census Tract 1992.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.01",,,,1621,1230,1023,207,220,0,35,25,29,82,1539,32,123,615,315,140,187,127
"06037199202","Census Tract 1992.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.02",,,,1330,1032,839,193,111,8,6,20,9,144,1186,10,209,273,402,106,58,128
"06037199300","Census Tract 1993, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1993",,,,2246,1330,1112,218,264,0,36,164,19,433,1813,82,173,687,487,197,95,92
"06037199400","Census Tract 1994, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1994",,,,1899,1398,1183,215,149,0,10,21,10,311,1588,0,153,655,337,169,231,43
"06037199700","Census Tract 1997, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1997",,,,1486,998,905,93,148,0,9,63,7,261,1225,16,266,379,241,171,132,20
"06037199801","Census Tract 1998.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.01",,,,1714,1320,1078,242,302,0,0,52,13,27,1687,65,172,653,323,258,207,9
"06037199802","Census Tract 1998.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.02",,,,1018,724,582,142,89,0,0,26,17,162,856,59,19,245,314,186,0,33
"06037199900","Census Tract 1999, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1999",,,,1109,892,803,89,91,0,0,53,20,53,1056,18,150,187,414,111,128,48
"06037201110","Census Tract 2011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.10",,,,1228,971,924,47,31,0,11,10,0,205,1023,22,60,351,237,138,174,41
"06037201120","Census Tract 2011.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.20",,,,2173,1660,1402,258,110,28,11,25,0,339,1834,8,240,729,429,227,162,39
"06037201200","Census Tract 2012, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2012",,,,1384,1066,936,130,95,0,0,56,5,162,1222,34,177,438,320,124,92,37
"06037201301","Census Tract 2013.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.01",,,,1624,1414,1163,251,21,35,0,2,9,143,1481,0,58,302,802,270,49,0
"06037201302","Census Tract 2013.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.02",,,,2146,1732,1611,121,66,0,0,8,8,332,1814,0,124,528,623,277,185,77
"06037201401","Census Tract 2014.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.01",,,,1863,1483,1075,408,157,0,0,15,0,208,1655,15,82,650,681,43,114,70
"06037201402","Census Tract 2014.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.02",,,,1897,1604,1289,315,73,0,0,0,0,220,1677,18,247,580,544,103,110,75
"06037201501","Census Tract 2015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.01",,,,2314,1882,1560,322,139,0,28,28,0,237,2077,4,394,859,394,151,186,89
"06037201503","Census Tract 2015.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.03",,,,1399,1133,875,258,57,36,23,33,0,117,1282,10,166,533,302,99,125,47
"06037201504","Census Tract 2015.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.04",,,,901,762,647,115,54,0,0,0,10,75,826,9,90,394,155,84,74,20
"06037201601","Census Tract 2016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.01",,,,914,661,589,72,96,0,0,38,20,99,815,13,63,297,158,134,60,90
"06037201602","Census Tract 2016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.02",,,,958,719,625,94,23,0,0,8,38,170,788,0,104,338,240,33,53,20
"06037201700","Census Tract 2017, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2017",,,,2441,1810,1438,372,140,0,11,278,12,190,2251,28,394,777,547,183,129,193
"06037203100","Census Tract 2031, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2031",,,,1975,1724,1352,372,121,0,0,22,31,77,1898,22,212,529,520,164,344,107
"06037203200","Census Tract 2032, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2032",,,,2152,1779,1322,457,228,0,0,19,27,99,2053,23,285,716,483,254,265,27
"06037203300","Census Tract 2033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2033",,,,437,261,231,30,72,0,6,41,4,53,384,0,144,56,99,48,28,9
"06037203500","Census Tract 2035, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2035",,,,1158,795,587,208,128,0,2,164,0,69,1089,57,237,278,202,76,172,67
"06037203601","Census Tract 2036.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.01",,,,1000,816,550,266,79,0,11,78,0,16,984,145,197,225,170,134,76,37
"06037203602","Census Tract 2036.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.02",,,,954,721,612,109,78,0,9,8,8,130,824,25,182,235,202,26,106,48
"06037203710","Census Tract 2037.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.10",,,,1548,1237,946,291,138,0,0,76,49,48,1500,31,262,288,541,153,160,65
"06037203720","Census Tract 2037.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.20",,,,1689,1299,1119,180,191,0,0,49,0,150,1539,0,167,499,425,243,193,12
"06037203800","Census Tract 2038, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2038",,,,2087,1828,1330,498,157,0,0,35,0,67,2020,16,553,653,473,106,206,13
"06037203900","Census Tract 2039, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2039",,,,1508,1322,1018,304,88,14,0,8,8,68,1440,0,318,422,312,79,266,43
"06037204110","Census Tract 2041.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.10",,,,1391,1126,790,336,78,0,0,42,14,131,1260,21,276,378,328,97,160,0
"06037204120","Census Tract 2041.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.20",,,,1194,1092,908,184,74,0,0,7,0,21,1173,26,76,376,515,97,77,6
"06037204200","Census Tract 2042, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2042",,,,1472,1160,1034,126,144,0,11,67,4,86,1386,23,222,429,386,65,230,31
"06037204300","Census Tract 2043, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2043",,,,1968,1525,1044,481,191,0,9,41,31,171,1797,19,180,813,385,188,151,61
"06037204410","Census Tract 2044.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.10",,,,1093,832,615,217,157,0,0,46,0,58,1035,0,126,261,396,84,168,0
"06037204420","Census Tract 2044.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.20",,,,1282,783,696,87,343,0,0,52,28,76,1206,21,176,398,270,162,103,76
"06037204600","Census Tract 2046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2046",,,,1406,1026,819,207,122,0,0,80,72,106,1300,0,123,388,408,224,94,63
"06037204700","Census Tract 2047, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2047",,,,2010,1684,1313,371,147,0,0,59,9,111,1899,0,318,641,476,171,254,39
"06037204810","Census Tract 2048.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.10",,,,1843,1456,1073,383,287,10,0,11,23,56,1787,11,216,654,388,290,188,40
"06037204820","Census Tract 2048.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.20",,,,1038,744,583,161,196,19,0,2,5,72,966,1,200,354,214,97,57,43
"06037204910","Census Tract 2049.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.10",,,,1153,930,761,169,82,0,0,61,0,80,1073,15,166,336,303,94,118,41
"06037204920","Census Tract 2049.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.20",,,,1065,926,773,153,70,0,0,18,0,51,1014,0,172,425,260,45,50,62
