Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A09002_001,SE_A09002_002,SE_A09002_003,SE_A09002_004,SE_A09002_005,SE_A09002_006,SE_A09002_007,SE_A09002_008
"06037270200","Census Tract 2702, Los Angeles County, California","ca","140","00",,,,"06","037",,,"270200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2702",,,,1948,1320,1156,164,102,0,27,64,18,417,1531,0,201,625,494,122,53,36
"06037270300","Census Tract 2703, Los Angeles County, California","ca","140","00",,,,"06","037",,,"270300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2703",,,,1534,1025,950,75,22,18,0,46,2,421,1113,53,104,484,406,43,23,0
"06037271100","Census Tract 2711, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2711",,,,1162,699,658,41,86,0,39,13,13,312,850,0,176,462,80,88,33,11
"06037271200","Census Tract 2712, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2712",,,,1619,1069,1021,48,73,0,33,73,28,343,1276,14,226,738,86,127,30,55
"06037271300","Census Tract 2713, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2713",,,,2672,1981,1782,199,47,11,20,49,57,507,2165,0,368,940,606,221,17,13
"06037271400","Census Tract 2714, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2714",,,,1344,925,899,26,9,0,31,30,8,341,1003,0,244,337,322,69,27,4
"06037271500","Census Tract 2715, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2715",,,,1300,876,829,47,32,0,4,37,0,351,949,8,101,478,187,150,13,12
"06037271600","Census Tract 2716, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2716",,,,2842,1800,1623,177,155,0,0,85,9,793,2049,23,317,909,537,185,47,31
"06037271702","Census Tract 2717.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717.02",,,,2476,1397,1313,84,147,0,40,119,0,773,1703,13,394,577,480,128,100,11
"06037271703","Census Tract 2717.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717.03",,,,1914,1097,1067,30,86,20,126,0,75,510,1404,21,133,689,352,199,0,10
"06037271704","Census Tract 2717.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717.04",,,,1724,1387,1335,52,99,0,0,1,0,237,1487,0,178,730,473,77,28,1
"06037271801","Census Tract 2718.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.01",,,,1942,1295,1141,154,205,0,19,15,42,366,1576,0,176,814,488,54,26,18
"06037271803","Census Tract 2718.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.03",,,,2089,1215,1179,36,213,0,10,79,37,535,1554,118,173,463,624,148,24,4
"06037271804","Census Tract 2718.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.04",,,,1644,1059,1018,41,102,0,0,0,0,483,1161,0,117,524,392,100,28,0
"06037271901","Census Tract 2719.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2719.01",,,,2050,1468,1288,180,68,14,27,94,13,366,1684,69,214,776,429,119,30,47
"06037271902","Census Tract 2719.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"271902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2719.02",,,,2127,1502,1419,83,77,0,18,25,46,459,1668,16,182,666,622,81,79,22
"06037272100","Census Tract 2721, Los Angeles County, California","ca","140","00",,,,"06","037",,,"272100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2721",,,,2393,1606,1531,75,45,0,73,43,0,626,1767,13,327,612,516,198,91,10
"06037272201","Census Tract 2722.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"272201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2722.01",,,,1242,725,700,25,231,0,22,0,24,240,1002,0,125,307,268,171,109,22
"06037272202","Census Tract 2722.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"272202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2722.02",,,,2252,1571,1357,214,38,0,14,62,56,511,1741,10,231,650,529,89,197,35
"06037272301","Census Tract 2723.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"272301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2723.01",,,,1815,1143,1101,42,35,0,14,56,8,559,1256,0,321,337,402,153,43,0
"06037272302","Census Tract 2723.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"272302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2723.02",,,,2429,1656,1596,60,270,23,31,44,47,358,2071,16,184,700,860,143,110,58
"06037273100","Census Tract 2731, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2731",,,,1790,1023,827,196,52,0,68,43,32,572,1218,22,392,403,272,82,42,5
"06037273200","Census Tract 2732, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2732",,,,1734,775,762,13,48,0,77,39,0,795,939,18,235,317,258,49,62,0
"06037273300","Census Tract 2733, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2733",,,,1666,675,501,174,135,14,77,100,50,615,1051,0,202,437,232,52,120,8
"06037273403","Census Tract 2734.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2734.03",,,,892,516,479,37,37,0,14,14,12,299,593,20,102,211,189,1,70,0
"06037273404","Census Tract 2734.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2734.04",,,,1043,384,316,68,22,0,15,20,0,602,441,14,95,130,162,25,15,0
"06037273502","Census Tract 2735.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2735.02",,,,1751,702,671,31,60,32,35,90,17,815,936,64,110,381,259,112,10,0
"06037273600","Census Tract 2736, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2736",,,,1255,734,686,48,5,0,68,18,0,430,825,35,164,264,287,51,24,0
"06037273700","Census Tract 2737, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2737",,,,1646,824,774,50,60,0,87,27,29,619,1027,30,153,455,287,47,44,11
"06037273800","Census Tract 2738, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2738",,,,1840,1049,914,135,108,0,82,19,0,582,1258,16,194,529,335,143,33,8
"06037273902","Census Tract 2739.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"273902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2739.02",,,,2349,1364,1297,67,22,0,75,126,17,745,1604,60,316,755,181,125,60,107
"06037274100","Census Tract 2741, Los Angeles County, California","ca","140","00",,,,"06","037",,,"274100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2741",,,,2237,1271,991,280,38,111,0,224,15,578,1659,83,346,431,460,83,42,214
"06037274202","Census Tract 2742.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"274202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2742.02",,,,2263,1309,1189,120,51,8,65,36,11,783,1480,50,125,438,473,189,194,11
"06037275101","Census Tract 2751.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2751.01",,,,603,362,342,20,9,8,0,10,5,209,394,3,79,108,160,25,16,3
"06037275102","Census Tract 2751.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2751.02",,,,2122,1645,1598,47,84,0,30,12,42,309,1813,0,289,485,658,211,163,7
"06037275200","Census Tract 2752, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2752",,,,2168,1676,1577,99,35,12,22,29,17,377,1791,0,199,769,537,173,82,31
"06037275311","Census Tract 2753.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2753.11",,,,2490,1550,1401,149,32,0,105,97,68,638,1852,34,414,607,482,104,167,44
"06037275312","Census Tract 2753.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2753.12",,,,1392,912,888,24,13,22,10,13,11,411,981,0,311,221,297,78,74,0
"06037275313","Census Tract 2753.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2753.13",,,,1642,1054,1033,21,0,16,19,24,275,254,1388,113,388,379,352,123,33,0
"06037275400","Census Tract 2754, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2754",,,,2954,1800,1608,192,96,27,86,29,61,855,2099,53,318,628,661,224,10,205
"06037275500","Census Tract 2755, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2755",,,,1948,1505,1411,94,112,0,33,51,0,247,1701,0,269,270,664,280,175,43
"06037275603","Census Tract 2756.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2756.03",,,,1606,1092,951,141,44,0,18,40,13,399,1207,0,230,484,240,129,109,15
"06037275604","Census Tract 2756.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2756.04",,,,6031,3634,3146,488,19,0,38,171,92,2077,3954,86,531,1283,1024,453,495,82
"06037275605","Census Tract 2756.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"275605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2756.05",,,,1310,836,777,59,0,0,0,59,0,415,895,0,264,337,169,96,29,0
"06037276000","Census Tract 2760, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2760",,,,3730,2658,2385,273,0,0,0,20,20,1032,2698,34,298,1020,888,327,122,9
"06037276101","Census Tract 2761.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2761.01",,,,2204,1476,1354,122,28,0,93,1,61,545,1659,80,317,857,310,61,34,0
"06037276102","Census Tract 2761.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2761.02",,,,1607,1063,1030,33,35,48,0,41,42,378,1229,0,444,316,215,161,53,40
"06037276400","Census Tract 2764, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2764",,,,1935,1230,1200,30,15,0,27,35,7,621,1314,12,247,388,305,223,128,11
"06037276500","Census Tract 2765, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2765",,,,2149,979,953,26,25,0,66,664,46,369,1780,110,850,374,222,112,59,53
"06037276601","Census Tract 2766.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.01",,,,2191,1454,1360,94,25,16,0,37,134,525,1666,0,278,324,644,248,172,0
"06037276605","Census Tract 2766.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.05",,,,1075,632,591,41,25,0,0,0,8,410,665,8,69,249,138,113,88,0
"06037276606","Census Tract 2766.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.06",,,,1942,1444,1402,42,0,9,0,0,0,489,1453,0,156,574,297,135,268,23
"06037276607","Census Tract 2766.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.07",,,,1832,1267,1112,155,13,0,0,94,82,376,1456,45,400,383,446,80,89,13
"06037276608","Census Tract 2766.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"276608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2766.08",,,,1262,966,878,88,0,0,19,2,92,183,1079,12,167,464,283,116,37,0
"06037277000","Census Tract 2770, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2770",,,,2808,2121,1959,162,14,0,32,19,57,565,2243,83,438,591,555,432,101,43
"06037277100","Census Tract 2771, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2771",,,,1524,967,863,104,31,0,0,0,0,526,998,7,197,235,208,174,150,27
"06037277200","Census Tract 2772, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2772",,,,1002,767,689,78,13,10,0,58,18,136,866,0,88,323,226,162,25,42
"06037277400","Census Tract 2774, Los Angeles County, California","ca","140","00",,,,"06","037",,,"277400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2774",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037278001","Census Tract 2780.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2780.01",,,,1289,886,847,39,19,0,29,63,8,284,1005,0,161,239,287,184,57,77
"06037278102","Census Tract 2781.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"278102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2781.02",,,,1928,1217,1120,97,18,0,21,11,10,651,1277,10,172,298,418,329,8,42
"06037291110","Census Tract 2911.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.10",,,,1649,1156,1075,81,129,0,0,0,148,216,1433,65,238,534,321,58,179,38
"06037291120","Census Tract 2911.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.20",,,,1019,878,741,137,55,0,0,31,14,41,978,0,227,331,217,90,96,17
"06037291130","Census Tract 2911.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2911.30",,,,1748,1620,1427,193,8,0,0,31,0,89,1659,35,270,564,341,165,188,96
"06037291210","Census Tract 2912.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2912.10",,,,2492,2160,1904,256,10,41,17,131,23,110,2382,45,634,913,546,149,95,0
"06037291220","Census Tract 2912.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2912.20",,,,1469,1269,1130,139,6,6,33,59,57,39,1430,58,260,600,239,81,130,62
"06037291300","Census Tract 2913, Los Angeles County, California","ca","140","00",,,,"06","037",,,"291300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2913",,,,1605,1380,1330,50,101,0,0,22,0,102,1503,7,254,481,341,159,110,151
"06037292001","Census Tract 2920.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2920.01",,,,1586,1177,1070,107,66,0,29,22,181,111,1475,15,286,518,360,117,103,76
"06037292002","Census Tract 2920.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"292002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2920.02",,,,941,789,650,139,3,0,0,0,25,124,817,0,92,402,178,58,51,36
"06037293203","Census Tract 2932.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.03",,,,1314,1216,1162,54,0,0,25,20,8,45,1269,0,293,632,131,117,7,89
"06037293204","Census Tract 2932.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.04",,,,1482,1375,1115,260,19,0,0,11,0,77,1405,0,454,457,215,195,75,9
"06037293205","Census Tract 2932.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.05",,,,1793,1558,1356,202,60,0,0,35,53,87,1706,37,284,855,327,71,102,30
"06037293206","Census Tract 2932.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2932.06",,,,1461,1184,1091,93,6,0,0,38,117,116,1345,98,111,661,185,69,171,50
"06037293301","Census Tract 2933.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.01",,,,1299,1155,1046,109,20,0,0,23,0,101,1198,42,217,512,150,77,193,7
"06037293302","Census Tract 2933.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.02",,,,2014,1835,1695,140,54,0,0,0,0,125,1889,0,485,669,427,186,103,19
"06037293304","Census Tract 2933.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.04",,,,2594,2173,1837,336,129,0,0,57,37,198,2396,128,363,1087,405,250,89,74
"06037293306","Census Tract 2933.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.06",,,,1015,899,819,80,14,0,8,9,7,78,937,15,165,337,181,87,140,12
"06037293307","Census Tract 2933.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"293307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2933.07",,,,1395,1227,952,275,22,26,18,9,21,72,1323,6,209,503,306,102,68,129
"06037294110","Census Tract 2941.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2941.10",,,,1409,1340,1162,178,15,0,0,45,0,9,1400,36,184,660,337,32,78,73
"06037294120","Census Tract 2941.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2941.20",,,,1232,1169,1097,72,38,0,0,0,24,1,1231,0,202,645,167,167,50,0
"06037294200","Census Tract 2942, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2942",,,,2040,1926,1562,364,19,0,29,0,37,29,2011,23,480,993,290,54,171,0
"06037294301","Census Tract 2943.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2943.01",,,,1211,1133,917,216,15,0,0,0,0,63,1148,2,203,443,365,18,94,23
"06037294302","Census Tract 2943.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2943.02",,,,2270,1946,1608,338,120,29,17,0,4,154,2116,8,487,1047,301,52,221,0
"06037294410","Census Tract 2944.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2944.10",,,,1980,1654,1524,130,53,0,65,0,33,175,1805,0,346,771,331,108,207,42
"06037294421","Census Tract 2944.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2944.21",,,,1333,1207,1011,196,18,14,0,65,11,18,1315,28,235,633,202,143,62,12
"06037294510","Census Tract 2945.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2945.10",,,,1650,1473,1211,262,60,0,0,84,0,33,1617,14,388,532,367,122,86,108
"06037294520","Census Tract 2945.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2945.20",,,,1547,1360,1183,177,65,0,8,33,0,81,1466,8,195,557,507,100,62,37
"06037294610","Census Tract 2946.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2946.10",,,,1655,1503,1282,221,14,0,19,44,0,75,1580,0,406,563,306,242,63,0
"06037294620","Census Tract 2946.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2946.20",,,,1835,1700,1484,216,30,29,0,29,0,47,1788,12,287,696,576,54,145,18
"06037294701","Census Tract 2947.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2947.01",,,,1167,1030,872,158,79,6,0,23,3,26,1141,17,187,399,323,98,70,47
"06037294810","Census Tract 2948.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.10",,,,1540,1338,1004,334,51,0,0,17,10,124,1416,0,263,724,270,134,25,0
"06037294820","Census Tract 2948.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.20",,,,1144,914,826,88,96,0,12,47,0,75,1069,0,232,402,262,80,55,38
"06037294830","Census Tract 2948.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2948.30",,,,1721,1465,1360,105,102,0,0,42,50,62,1659,27,126,821,408,126,132,19
"06037294900","Census Tract 2949, Los Angeles County, California","ca","140","00",,,,"06","037",,,"294900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2949",,,,1379,1224,1066,158,89,0,0,19,20,27,1352,0,214,567,260,96,173,42
"06037295103","Census Tract 2951.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"295103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2951.03",,,,2459,1947,1774,173,11,0,0,52,13,436,2023,0,514,939,332,79,117,42
"06037296210","Census Tract 2962.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2962.10",,,,1545,1422,1179,243,57,0,0,47,0,19,1526,28,290,688,248,115,113,44
"06037296220","Census Tract 2962.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2962.20",,,,1732,1460,1322,138,77,0,0,27,0,168,1564,0,274,502,467,128,150,43
"06037296300","Census Tract 2963, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2963",,,,2333,2003,1850,153,0,0,0,40,15,275,2058,14,326,752,336,237,211,182
"06037296401","Census Tract 2964.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2964.01",,,,1304,1026,987,39,8,0,12,0,72,186,1118,0,132,500,312,121,9,44
"06037296402","Census Tract 2964.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2964.02",,,,1708,1451,1308,143,9,0,0,13,9,226,1482,0,297,489,245,165,191,95
"06037296500","Census Tract 2965, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2965",,,,1803,1588,1400,188,23,0,61,10,14,107,1696,19,287,640,452,191,58,49
"06037296600","Census Tract 2966, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2966",,,,2456,1797,1519,278,275,0,14,69,39,262,2194,35,278,790,712,229,114,36
"06037296901","Census Tract 2969.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2969.01",,,,2114,1785,1513,272,15,17,0,85,0,212,1902,12,205,842,366,158,209,110
"06037296902","Census Tract 2969.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"296902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2969.02",,,,2350,1875,1777,98,322,33,11,35,29,45,2305,5,336,653,489,291,377,154
