Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,PCT_SE_B09001_002,PCT_SE_B09001_003,PCT_SE_B09001_004,PCT_SE_B09001_005,PCT_SE_B09001_006,PCT_SE_B09001_007,PCT_SE_B09001_008
"06037221303","Census Tract 2213.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.03",,,,1141,31,65,128,540,198,130,49,2.72,5.7,11.22,47.33,17.35,11.39,4.29
"06037221304","Census Tract 2213.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.04",,,,1360,71,242,210,420,315,90,12,5.22,17.79,15.44,30.88,23.16,6.62,0.88
"06037221401","Census Tract 2214.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.01",,,,1270,0,79,385,422,285,57,42,0,6.22,30.31,33.23,22.44,4.49,3.31
"06037221402","Census Tract 2214.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.02",,,,1108,23,151,175,436,136,135,52,2.08,13.63,15.79,39.35,12.27,12.18,4.69
"06037221500","Census Tract 2215, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2215",,,,1521,127,143,216,336,349,282,68,8.35,9.4,14.2,22.09,22.95,18.54,4.47
"06037221601","Census Tract 2216.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.01",,,,1639,157,168,187,599,323,151,54,9.58,10.25,11.41,36.55,19.71,9.21,3.29
"06037221602","Census Tract 2216.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.02",,,,1323,14,149,246,521,253,75,65,1.06,11.26,18.59,39.38,19.12,5.67,4.91
"06037221710","Census Tract 2217.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2217.10",,,,1203,19,245,230,272,233,170,34,1.58,20.37,19.12,22.61,19.37,14.13,2.83
"06037221810","Census Tract 2218.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.10",,,,1128,46,299,98,153,275,221,36,4.08,26.51,8.69,13.56,24.38,19.59,3.19
"06037221820","Census Tract 2218.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.20",,,,651,73,185,45,198,81,45,24,11.21,28.42,6.91,30.41,12.44,6.91,3.69
"06037221900","Census Tract 2219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2219",,,,1219,218,552,172,62,152,30,33,17.88,45.28,14.11,5.09,12.47,2.46,2.71
"06037222001","Census Tract 2220.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.01",,,,1480,81,293,311,370,178,204,43,5.47,19.8,21.01,25,12.03,13.78,2.91
"06037222002","Census Tract 2220.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.02",,,,2176,55,125,548,734,424,194,96,2.53,5.74,25.18,33.73,19.49,8.92,4.41
"06037222100","Census Tract 2221, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2221",,,,1787,47,188,405,468,392,188,99,2.63,10.52,22.66,26.19,21.94,10.52,5.54
"06037222200","Census Tract 2222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2222",,,,1615,45,223,165,495,380,172,135,2.79,13.81,10.22,30.65,23.53,10.65,8.36
"06037222500","Census Tract 2225, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2225",,,,2022,72,284,215,634,458,330,29,3.56,14.05,10.63,31.36,22.65,16.32,1.43
"06037222600","Census Tract 2226, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2226",,,,2008,139,390,393,613,268,185,20,6.92,19.42,19.57,30.53,13.35,9.21,1
"06037222700","Census Tract 2227, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2227",,,,1164,412,455,119,105,47,26,0,35.4,39.09,10.22,9.02,4.04,2.23,0
"06037224010","Census Tract 2240.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.10",,,,1749,284,618,392,114,172,169,0,16.24,35.33,22.41,6.52,9.83,9.66,0
"06037224020","Census Tract 2240.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.20",,,,1109,144,294,120,354,114,55,28,12.98,26.51,10.82,31.92,10.28,4.96,2.52
"06037224200","Census Tract 2242, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2242",,,,994,43,210,95,445,68,120,13,4.33,21.13,9.56,44.77,6.84,12.07,1.31
"06037224310","Census Tract 2243.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.10",,,,831,44,207,145,147,183,76,29,5.29,24.91,17.45,17.69,22.02,9.15,3.49
"06037224320","Census Tract 2243.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.20",,,,1394,61,243,205,365,222,230,68,4.38,17.43,14.71,26.18,15.93,16.5,4.88
"06037224410","Census Tract 2244.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.10",,,,1349,196,204,222,187,314,165,61,14.53,15.12,16.46,13.86,23.28,12.23,4.52
"06037224420","Census Tract 2244.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.20",,,,937,64,289,130,193,127,112,22,6.83,30.84,13.87,20.6,13.55,11.95,2.35
"06037224600","Census Tract 2246, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2246",,,,1293,47,177,220,399,297,109,44,3.63,13.69,17.01,30.86,22.97,8.43,3.4
"06037224701","Census Tract 2247.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.01",,,,722,169,270,114,72,64,33,0,23.41,37.4,15.79,9.97,8.86,4.57,0
"06037224702","Census Tract 2247.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.02",,,,851,264,277,44,92,99,47,28,31.02,32.55,5.17,10.81,11.63,5.52,3.29
"06037226001","Census Tract 2260.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.01",,,,927,110,45,168,270,163,130,41,11.87,4.85,18.12,29.13,17.58,14.02,4.42
"06037226002","Census Tract 2260.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.02",,,,842,94,85,132,141,256,105,29,11.16,10.1,15.68,16.75,30.4,12.47,3.44
"06037226410","Census Tract 2264.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.10",,,,1457,85,215,338,263,389,91,76,5.83,14.76,23.2,18.05,26.7,6.25,5.22
"06037226420","Census Tract 2264.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.20",,,,2174,290,322,398,403,425,223,113,13.34,14.81,18.31,18.54,19.55,10.26,5.2
"06037226701","Census Tract 2267.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.01",,,,1263,0,182,73,483,227,195,103,0,14.41,5.78,38.24,17.97,15.44,8.16
"06037226702","Census Tract 2267.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.02",,,,1728,61,509,343,321,161,225,108,3.53,29.46,19.85,18.58,9.32,13.02,6.25
"06037227010","Census Tract 2270.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.10",,,,1569,53,462,262,426,154,183,29,3.38,29.45,16.7,27.15,9.82,11.66,1.85
"06037227020","Census Tract 2270.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.20",,,,1522,18,314,516,236,255,131,52,1.18,20.63,33.9,15.51,16.75,8.61,3.42
"06037228100","Census Tract 2281, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2281",,,,2228,84,621,308,525,507,136,47,3.77,27.87,13.82,23.56,22.76,6.1,2.11
"06037228210","Census Tract 2282.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.10",,,,1658,31,410,223,383,224,246,141,1.87,24.73,13.45,23.1,13.51,14.84,8.5
"06037228220","Census Tract 2282.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.20",,,,1871,114,387,425,486,269,91,99,6.09,20.68,22.72,25.98,14.38,4.86,5.29
"06037228310","Census Tract 2283.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.10",,,,1709,24,432,438,463,183,104,65,1.4,25.28,25.63,27.09,10.71,6.09,3.8
"06037228320","Census Tract 2283.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.20",,,,1296,51,269,214,257,229,187,89,3.94,20.76,16.51,19.83,17.67,14.43,6.87
"06037228410","Census Tract 2284.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.10",,,,1339,63,238,260,364,162,196,56,4.71,17.77,19.42,27.18,12.1,14.64,4.18
"06037228420","Census Tract 2284.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.20",,,,1514,42,193,282,382,200,197,218,2.77,12.75,18.63,25.23,13.21,13.01,14.4
"06037228500","Census Tract 2285, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2285",,,,1795,59,117,418,622,460,89,30,3.29,6.52,23.29,34.65,25.63,4.96,1.67
"06037228600","Census Tract 2286, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2286",,,,2029,125,399,233,479,217,492,84,6.16,19.66,11.48,23.61,10.69,24.25,4.14
"06037228710","Census Tract 2287.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.10",,,,1887,138,150,344,650,280,289,36,7.31,7.95,18.23,34.45,14.84,15.32,1.91
"06037228720","Census Tract 2287.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.20",,,,1978,166,414,342,525,271,127,133,8.39,20.93,17.29,26.54,13.7,6.42,6.72
"06037228800","Census Tract 2288, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2288",,,,2514,95,434,651,487,294,397,156,3.78,17.26,25.89,19.37,11.69,15.79,6.21
"06037228900","Census Tract 2289, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2289",,,,1051,73,205,136,237,171,229,0,6.95,19.51,12.94,22.55,16.27,21.79,0
"06037229100","Census Tract 2291, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2291",,,,2008,37,296,451,471,398,205,150,1.84,14.74,22.46,23.46,19.82,10.21,7.47
"06037229200","Census Tract 2292, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2292",,,,2037,29,474,277,450,414,314,79,1.42,23.27,13.6,22.09,20.32,15.41,3.88
"06037229300","Census Tract 2293, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2293",,,,2332,79,438,302,542,476,454,41,3.39,18.78,12.95,23.24,20.41,19.47,1.76
"06037229410","Census Tract 2294.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.10",,,,1625,252,376,215,275,364,89,54,15.51,23.14,13.23,16.92,22.4,5.48,3.32
"06037229420","Census Tract 2294.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.20",,,,1840,104,293,271,504,246,271,151,5.65,15.92,14.73,27.39,13.37,14.73,8.21
"06037231100","Census Tract 2311, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2311",,,,1258,63,365,168,217,164,143,138,5.01,29.01,13.35,17.25,13.04,11.37,10.97
"06037231210","Census Tract 2312.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.10",,,,1788,26,318,188,695,177,313,71,1.45,17.79,10.51,38.87,9.9,17.51,3.97
"06037231220","Census Tract 2312.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.20",,,,1221,42,192,205,358,193,144,87,3.44,15.72,16.79,29.32,15.81,11.79,7.13
"06037231301","Census Tract 2313.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.01",,,,1125,0,146,154,278,314,165,68,0,12.98,13.69,24.71,27.91,14.67,6.04
"06037231302","Census Tract 2313.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.02",,,,1337,31,123,388,314,173,137,171,2.32,9.2,29.02,23.49,12.94,10.25,12.79
"06037231400","Census Tract 2314, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2314",,,,1855,190,252,355,403,315,267,73,10.24,13.58,19.14,21.73,16.98,14.39,3.94
"06037231500","Census Tract 2315, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2315",,,,2279,0,556,568,573,367,173,42,0,24.4,24.92,25.14,16.1,7.59,1.84
"06037231601","Census Tract 2316.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.01",,,,1266,0,241,388,292,197,102,46,0,19.04,30.65,23.06,15.56,8.06,3.63
"06037231602","Census Tract 2316.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.02",,,,1087,0,213,308,285,198,61,22,0,19.6,28.33,26.22,18.22,5.61,2.02
"06037231603","Census Tract 2316.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.03",,,,1063,0,242,159,179,380,58,45,0,22.77,14.96,16.84,35.75,5.46,4.23
"06037231710","Census Tract 2317.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.10",,,,1833,32,284,282,658,253,221,103,1.75,15.49,15.38,35.9,13.8,12.06,5.62
"06037231720","Census Tract 2317.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.20",,,,2186,115,423,495,463,254,341,95,5.26,19.35,22.64,21.18,11.62,15.6,4.35
"06037231800","Census Tract 2318, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2318",,,,2209,0,532,383,395,538,271,90,0,24.08,17.34,17.88,24.35,12.27,4.07
"06037231901","Census Tract 2319.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.01",,,,1577,56,343,181,366,176,394,61,3.55,21.75,11.48,23.21,11.16,24.98,3.87
"06037231902","Census Tract 2319.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.02",,,,1137,42,231,209,266,148,146,95,3.69,20.32,18.38,23.39,13.02,12.84,8.36
"06037232110","Census Tract 2321.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.10",,,,1338,16,221,173,247,406,191,84,1.2,16.52,12.93,18.46,30.34,14.28,6.28
"06037232120","Census Tract 2321.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.20",,,,2007,0,510,380,399,405,171,142,0,25.41,18.93,19.88,20.18,8.52,7.08
"06037232200","Census Tract 2322, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2322",,,,1228,23,61,129,393,293,204,125,1.87,4.97,10.5,32,23.86,16.61,10.18
"06037232300","Census Tract 2323, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2323",,,,2277,0,117,399,945,485,290,41,0,5.14,17.52,41.5,21.3,12.74,1.8
"06037232401","Census Tract 2324.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.01",,,,1693,87,214,112,394,451,357,78,5.14,12.64,6.62,23.27,26.64,21.09,4.61
"06037232402","Census Tract 2324.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.02",,,,1252,9,97,131,390,313,178,134,0.72,7.75,10.46,31.15,25,14.22,10.7
"06037232500","Census Tract 2325, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2325",,,,1941,3,206,574,332,536,208,82,0.15,10.61,29.57,17.1,27.61,10.72,4.22
"06037232601","Census Tract 2326.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.01",,,,891,0,94,137,266,179,163,52,0,10.55,15.38,29.85,20.09,18.29,5.84
"06037232602","Census Tract 2326.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.02",,,,2128,5,147,372,625,422,438,119,0.23,6.91,17.48,29.37,19.83,20.58,5.59
"06037232701","Census Tract 2327.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.01",,,,950,143,45,251,190,195,53,73,15.05,4.74,26.42,20,20.53,5.58,7.68
"06037232702","Census Tract 2327.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.02",,,,2103,45,130,297,804,475,216,136,2.14,6.18,14.12,38.23,22.59,10.27,6.47
"06037232800","Census Tract 2328, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2328",,,,1901,36,275,358,698,276,221,37,1.89,14.47,18.83,36.72,14.52,11.63,1.95
"06037234001","Census Tract 2340.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.01",,,,968,0,91,138,357,130,165,87,0,9.4,14.26,36.88,13.43,17.05,8.99
"06037234002","Census Tract 2340.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.02",,,,1403,17,162,222,511,244,183,64,1.21,11.55,15.82,36.42,17.39,13.04,4.56
"06037234200","Census Tract 2342, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2342",,,,940,12,221,51,264,302,51,39,1.28,23.51,5.43,28.09,32.13,5.43,4.15
"06037234301","Census Tract 2343.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.01",,,,473,0,56,58,67,190,85,17,0,11.84,12.26,14.16,40.17,17.97,3.59
"06037234302","Census Tract 2343.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.02",,,,1103,8,79,249,509,112,119,27,0.73,7.16,22.57,46.15,10.15,10.79,2.45
"06037234501","Census Tract 2345.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.01",,,,1142,28,210,143,454,198,69,40,2.45,18.39,12.52,39.75,17.34,6.04,3.5
"06037234502","Census Tract 2345.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.02",,,,790,41,11,314,255,96,68,5,5.19,1.39,39.75,32.28,12.15,8.61,0.63
"06037234600","Census Tract 2346, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2346",,,,1947,5,206,711,517,286,193,29,0.26,10.58,36.52,26.55,14.69,9.91,1.49
"06037234700","Census Tract 2347, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2347",,,,1438,68,270,95,461,359,157,28,4.73,18.78,6.61,32.06,24.97,10.92,1.95
"06037234800","Census Tract 2348, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2348",,,,1426,0,30,321,410,407,135,123,0,2.1,22.51,28.75,28.54,9.47,8.63
"06037234901","Census Tract 2349.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.01",,,,1230,0,136,293,233,248,183,137,0,11.06,23.82,18.94,20.16,14.88,11.14
"06037234902","Census Tract 2349.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.02",,,,1760,0,201,163,605,386,119,286,0,11.42,9.26,34.38,21.93,6.76,16.25
"06037235100","Census Tract 2351, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2351",,,,1493,7,213,290,492,387,50,54,0.47,14.27,19.42,32.95,25.92,3.35,3.62
"06037235201","Census Tract 2352.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.01",,,,905,56,126,123,235,235,122,8,6.19,13.92,13.59,25.97,25.97,13.48,0.88
"06037235202","Census Tract 2352.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.02",,,,1430,0,261,190,435,229,232,83,0,18.25,13.29,30.42,16.01,16.22,5.8
"06037236001","Census Tract 2360.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2360.01",,,,1893,31,191,332,837,451,51,0,1.64,10.09,17.54,44.22,23.82,2.69,0
"06037236101","Census Tract 2361.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.01",,,,803,17,111,122,417,78,27,31,2.12,13.82,15.19,51.93,9.71,3.36,3.86
"06037236102","Census Tract 2361.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.02",,,,1739,42,299,466,467,377,69,19,2.42,17.19,26.8,26.85,21.68,3.97,1.09
"06037236203","Census Tract 2362.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.03",,,,1371,37,158,132,438,424,167,15,2.7,11.52,9.63,31.95,30.93,12.18,1.09
